Year,Month,Country,SriLanka_Arrivals,Estimated_Sigiriya_Visitors,Visitor_Category
2022,May,Australia,2439,1341,Moderate
2022,May,United States,2439,1341,Moderate
2022,May,Netherlands,1951,1073,Moderate
2022,May,Italy,1951,1073,Moderate
2022,May,Spain,975,536,Low
2022,May,Poland,975,536,Low
2022,May,Japan,487,268,Low
2022,May,South Korea,487,268,Low
2022,May,UAE,487,268,Low
2022,May,Saudi Arabia,487,268,Low
2022,May,Qatar,487,268,Low
2022,May,Other,6341,3487,Moderate
2022,Jun,India,13008,7154,High
2022,Jun,United Kingdom,5203,2861,Moderate
2022,Jun,Russia,4682,2575,Moderate
2022,Jun,Germany,4162,2289,Moderate
2022,Jun,China,3642,2003,Moderate
2022,Jun,France,3121,1717,Moderate
2022,Jun,Australia,2601,1430,Moderate
2022,Jun,United States,2601,1430,Moderate
2022,Jun,Netherlands,2081,1144,Moderate
2022,Jun,Italy,2081,1144,Moderate
2022,Jun,Spain,1040,572,Low
2022,Jun,Poland,1040,572,Low
2022,Jun,Japan,520,286,Low
2022,Jun,South Korea,520,286,Low
2022,Jun,UAE,520,286,Low
2022,Jun,Saudi Arabia,520,286,Low
2022,Jun,Qatar,520,286,Low
2022,Jun,Other,6764,3720,Moderate
2022,Jul,India,17073,9390,High
2022,Jul,United Kingdom,6829,3756,Moderate
2022,Jul,Russia,6146,3380,Moderate
2022,Jul,Germany,5463,3004,Moderate
2022,Jul,China,4780,2629,Moderate
2022,Jul,France,4097,2253,Moderate
2022,Jul,Australia,3414,1878,Moderate
2022,Jul,United States,3414,1878,Moderate
2022,Jul,Netherlands,2731,1502,Moderate
2022,Jul,Italy,2731,1502,Moderate
2022,Jul,Spain,1365,751,Low
2022,Jul,Poland,1365,751,Low
2022,Jul,Japan,682,375,Low
2022,Jul,South Korea,682,375,Low
2022,Jul,UAE,682,375,Low
2022,Jul,Saudi Arabia,682,375,Low
2022,Jul,Qatar,682,375,Low
2022,Jul,Other,8878,4882,Moderate
2022,Aug,India,17886,9837,High
2022,Aug,United Kingdom,7154,3934,Moderate
2022,Aug,Russia,6439,3541,Moderate
2022,Aug,Germany,5723,3147,Moderate
2022,Aug,China,5008,2754,Moderate
2022,Aug,France,4292,2360,Moderate
2022,Aug,Australia,3577,1967,Moderate
2022,Aug,United States,3577,1967,Moderate
2022,Aug,Netherlands,2861,1573,Moderate
2022,Aug,Italy,2861,1573,Moderate
2022,Aug,Spain,1430,786,Low
2022,Aug,Poland,1430,786,Low
2022,Aug,Japan,715,393,Low
2022,Aug,South Korea,715,393,Low
2022,Aug,UAE,715,393,Low
2022,Aug,Saudi Arabia,715,393,Low
2022,Aug,Qatar,715,393,Low
2022,Aug,Other,9300,5115,Moderate
2022,Sep,India,13821,7601,High
2022,Sep,United Kingdom,5528,3040,Moderate
2022,Sep,Russia,4975,2736,Moderate
2022,Sep,Germany,4422,2432,Moderate
2022,Sep,China,3869,2128,Moderate
2022,Sep,France,3317,1824,Moderate
2022,Sep,Australia,2764,1520,Moderate
2022,Sep,United States,2764,1520,Moderate
2022,Sep,Netherlands,2211,1216,Moderate
2022,Sep,Italy,2211,1216,Moderate
2022,Sep,Spain,1105,608,Low
2022,Sep,Poland,1105,608,Low
2022,Sep,Japan,552,304,Low
2022,Sep,South Korea,552,304,Low
2022,Sep,UAE,552,304,Low
2022,Sep,Saudi Arabia,552,304,Low
2022,Sep,Qatar,552,304,Low
2022,Sep,Other,7186,3952,Moderate
2022,Oct,India,14634,8048,High
2022,Oct,United Kingdom,5853,3219,Moderate
2022,Oct,Russia,5268,2897,Moderate
2022,Oct,Germany,4682,2575,Moderate
2022,Oct,China,4097,2253,Moderate
2022,Oct,France,3512,1931,Moderate
2022,Oct,Australia,2926,1609,Moderate
2022,Oct,United States,2926,1609,Moderate
2022,Oct,Netherlands,2341,1287,Moderate
2022,Oct,Italy,2341,1287,Moderate
2022,Oct,Spain,1170,643,Low
2022,Oct,Poland,1170,643,Low
2022,Oct,Japan,585,321,Low
2022,Oct,South Korea,585,321,Low
2022,Oct,UAE,585,321,Low
2022,Oct,Saudi Arabia,585,321,Low
2022,Oct,Qatar,585,321,Low
2022,Oct,Other,7609,4185,Moderate
2022,Nov,India,16260,8943,High
2022,Nov,United Kingdom,6504,3577,Moderate
2022,Nov,Russia,5853,3219,Moderate
2022,Nov,Germany,5203,2861,Moderate
2022,Nov,China,4552,2504,Moderate
2022,Nov,France,3902,2146,Moderate
2022,Nov,Australia,3252,1788,Moderate
2022,Nov,United States,3252,1788,Moderate
2022,Nov,Netherlands,2601,1430,Moderate
2022,Nov,Italy,2601,1430,Moderate
2022,Nov,Spain,1300,715,Low
2022,Nov,Poland,1300,715,Low
2022,Nov,Japan,650,357,Low
2022,Nov,South Korea,650,357,Low
2022,Nov,UAE,650,357,Low
2022,Nov,Saudi Arabia,650,357,Low
2022,Nov,Qatar,650,357,Low
2022,Nov,Other,8455,4650,Moderate
2022,Dec,India,21138,11626,High
2022,Dec,United Kingdom,8455,4650,Moderate
2022,Dec,Russia,7609,4185,Moderate
2022,Dec,Germany,6764,3720,Moderate
2022,Dec,China,5918,3255,Moderate
2022,Dec,France,5073,2790,Moderate
2022,Dec,Australia,4227,2325,Moderate
2022,Dec,United States,4227,2325,Moderate
2022,Dec,Netherlands,3382,1860,Moderate
2022,Dec,Italy,3382,1860,Moderate
2022,Dec,Spain,1691,930,Moderate
2022,Dec,Poland,1691,930,Moderate
2022,Dec,Japan,845,465,Low
2022,Dec,South Korea,845,465,Low
2022,Dec,UAE,845,465,Low
2022,Dec,Saudi Arabia,845,465,Low
2022,Dec,Qatar,845,465,Low
2022,Dec,Other,10991,6045,High
2023,Jan,India,38109,20960,High
2023,Jan,United Kingdom,15243,8384,High
2023,Jan,Russia,13719,7545,High
2023,Jan,Germany,12195,6707,High
2023,Jan,China,10670,5868,High
2023,Jan,France,9146,5030,Moderate
2023,Jan,Australia,7621,4192,Moderate
2023,Jan,United States,7621,4192,Moderate
2023,Jan,Netherlands,6097,3353,Moderate
2023,Jan,Italy,6097,3353,Moderate
2023,Jan,Spain,3048,1676,Moderate
2023,Jan,Poland,3048,1676,Moderate
2023,Jan,Japan,1524,838,Low
2023,Jan,South Korea,1524,838,Low
2023,Jan,UAE,1524,838,Low
2023,Jan,Saudi Arabia,1524,838,Low
2023,Jan,Qatar,1524,838,Low
2023,Jan,Other,19817,10899,High
2023,Feb,India,36585,20121,High
2023,Feb,United Kingdom,14634,8048,High
2023,Feb,Russia,13170,7243,High
2023,Feb,Germany,11707,6439,High
2023,Feb,China,10243,5634,Moderate
2023,Feb,France,8780,4829,Moderate
2023,Feb,Australia,7317,4024,Moderate
2023,Feb,United States,7317,4024,Moderate
2023,Feb,Netherlands,5853,3219,Moderate
2023,Feb,Italy,5853,3219,Moderate
2023,Feb,Spain,2926,1609,Moderate
2023,Feb,Poland,2926,1609,Moderate
2023,Feb,Japan,1463,804,Low
2023,Feb,South Korea,1463,804,Low
2023,Feb,UAE,1463,804,Low
2023,Feb,Saudi Arabia,1463,804,Low
2023,Feb,Qatar,1463,804,Low
2023,Feb,Other,19024,10463,High
2023,Mar,India,35060,19283,High
2023,Mar,United Kingdom,14024,7713,High
2023,Mar,Russia,12621,6942,High
2023,Mar,Germany,11219,6170,High
2023,Mar,China,9817,5399,Moderate
2023,Mar,France,8414,4628,Moderate
2023,Mar,Australia,7012,3856,Moderate
2023,Mar,United States,7012,3856,Moderate
2023,Mar,Netherlands,5609,3085,Moderate
2023,Mar,Italy,5609,3085,Moderate
2023,Mar,Spain,2804,1542,Moderate
2023,Mar,Poland,2804,1542,Moderate
2023,Mar,Japan,1402,771,Low
2023,Mar,South Korea,1402,771,Low
2023,Mar,UAE,1402,771,Low
2023,Mar,Saudi Arabia,1402,771,Low
2023,Mar,Qatar,1402,771,Low
2023,Mar,Other,18231,10027,High
2023,Apr,India,28963,15929,High
2023,Apr,United Kingdom,11585,6371,High
2023,Apr,Russia,10426,5734,High
2023,Apr,Germany,9268,5097,Moderate
2023,Apr,China,8109,4460,Moderate
2023,Apr,France,6951,3823,Moderate
2023,Apr,Australia,5792,3185,Moderate
2023,Apr,United States,5792,3185,Moderate
2023,Apr,Netherlands,4634,2548,Moderate
2023,Apr,Italy,4634,2548,Moderate
2023,Apr,Spain,2317,1274,Moderate
2023,Apr,Poland,2317,1274,Moderate
2023,Apr,Japan,1158,637,Low
2023,Apr,South Korea,1158,637,Low
2023,Apr,UAE,1158,637,Low
2023,Apr,Saudi Arabia,1158,637,Low
2023,Apr,Qatar,1158,637,Low
2023,Apr,Other,15060,8283,High
2023,May,India,22865,12576,High
2023,May,United Kingdom,9146,5030,Moderate
2023,May,Russia,8231,4527,Moderate
2023,May,Germany,7317,4024,Moderate
2023,May,China,6402,3521,Moderate
2023,May,France,5487,3018,Moderate
2023,May,Australia,4573,2515,Moderate
2023,May,United States,4573,2515,Moderate
2023,May,Netherlands,3658,2012,Moderate
2023,May,Italy,3658,2012,Moderate
2023,May,Spain,1829,1006,Moderate
2023,May,Poland,1829,1006,Moderate
2023,May,Japan,914,503,Low
2023,May,South Korea,914,503,Low
2023,May,UAE,914,503,Low
2023,May,Saudi Arabia,914,503,Low
2023,May,Qatar,914,503,Low
2023,May,Other,11890,6539,High
2023,Jun,India,24390,13414,High
2023,Jun,United Kingdom,9756,5365,Moderate
2023,Jun,Russia,8780,4829,Moderate
2023,Jun,Germany,7804,4292,Moderate
2023,Jun,China,6829,3756,Moderate
2023,Jun,France,5853,3219,Moderate
2023,Jun,Australia,4878,2682,Moderate
2023,Jun,United States,4878,2682,Moderate
2023,Jun,Netherlands,3902,2146,Moderate
2023,Jun,Italy,3902,2146,Moderate
2023,Jun,Spain,1951,1073,Moderate
2023,Jun,Poland,1951,1073,Moderate
2023,Jun,Japan,975,536,Low
2023,Jun,South Korea,975,536,Low
2023,Jun,UAE,975,536,Low
2023,Jun,Saudi Arabia,975,536,Low
2023,Jun,Qatar,975,536,Low
2023,Jun,Other,12682,6975,High
2023,Jul,India,32012,17606,High
2023,Jul,United Kingdom,12804,7042,High
2023,Jul,Russia,11524,6338,High
2023,Jul,Germany,10243,5634,Moderate
2023,Jul,China,8963,4929,Moderate
2023,Jul,France,7682,4225,Moderate
2023,Jul,Australia,6402,3521,Moderate
2023,Jul,United States,6402,3521,Moderate
2023,Jul,Netherlands,5121,2817,Moderate
2023,Jul,Italy,5121,2817,Moderate
2023,Jul,Spain,2560,1408,Moderate
2023,Jul,Poland,2560,1408,Moderate
2023,Jul,Japan,1280,704,Low
2023,Jul,South Korea,1280,704,Low
2023,Jul,UAE,1280,704,Low
2023,Jul,Saudi Arabia,1280,704,Low
2023,Jul,Qatar,1280,704,Low
2023,Jul,Other,16646,9155,High
2023,Aug,India,33536,18445,High
2023,Aug,United Kingdom,13414,7378,High
2023,Aug,Russia,12073,6640,High
2023,Aug,Germany,10731,5902,High
2023,Aug,China,9390,5164,Moderate
2023,Aug,France,8048,4426,Moderate
2023,Aug,Australia,6707,3689,Moderate
2023,Aug,United States,6707,3689,Moderate
2023,Aug,Netherlands,5365,2951,Moderate
2023,Aug,Italy,5365,2951,Moderate
2023,Aug,Spain,2682,1475,Moderate
2023,Aug,Poland,2682,1475,Moderate
2023,Aug,Japan,1341,737,Low
2023,Aug,South Korea,1341,737,Low
2023,Aug,UAE,1341,737,Low
2023,Aug,Saudi Arabia,1341,737,Low
2023,Aug,Qatar,1341,737,Low
2023,Aug,Other,17439,9591,High
2023,Sep,India,25914,14253,High
2023,Sep,United Kingdom,10365,5701,High
2023,Sep,Russia,9329,5131,Moderate
2023,Sep,Germany,8292,4560,Moderate
2023,Sep,China,7256,3990,Moderate
2023,Sep,France,6219,3420,Moderate
2023,Sep,Australia,5182,2850,Moderate
2023,Sep,United States,5182,2850,Moderate
2023,Sep,Netherlands,4146,2280,Moderate
2023,Sep,Italy,4146,2280,Moderate
2023,Sep,Spain,2073,1140,Moderate
2023,Sep,Poland,2073,1140,Moderate
2023,Sep,Japan,1036,570,Low
2023,Sep,South Korea,1036,570,Low
2023,Sep,UAE,1036,570,Low
2023,Sep,Saudi Arabia,1036,570,Low
2023,Sep,Qatar,1036,570,Low
2023,Sep,Other,13475,7411,High
2023,Oct,India,27439,15091,High
2023,Oct,United Kingdom,10975,6036,High
2023,Oct,Russia,9878,5432,Moderate
2023,Oct,Germany,8780,4829,Moderate
2023,Oct,China,7682,4225,Moderate
2023,Oct,France,6585,3621,Moderate
2023,Oct,Australia,5487,3018,Moderate
2023,Oct,United States,5487,3018,Moderate
2023,Oct,Netherlands,4390,2414,Moderate
2023,Oct,Italy,4390,2414,Moderate
2023,Oct,Spain,2195,1207,Moderate
2023,Oct,Poland,2195,1207,Moderate
2023,Oct,Japan,1097,603,Low
2023,Oct,South Korea,1097,603,Low
2023,Oct,UAE,1097,603,Low
2023,Oct,Saudi Arabia,1097,603,Low
2023,Oct,Qatar,1097,603,Low
2023,Oct,Other,14268,7847,High
2023,Nov,India,30487,16768,High
2023,Nov,United Kingdom,12195,6707,High
2023,Nov,Russia,10975,6036,High
2023,Nov,Germany,9756,5365,Moderate
2023,Nov,China,8536,4695,Moderate
2023,Nov,France,7317,4024,Moderate
2023,Nov,Australia,6097,3353,Moderate
2023,Nov,United States,6097,3353,Moderate
2023,Nov,Netherlands,4878,2682,Moderate
2023,Nov,Italy,4878,2682,Moderate
2023,Nov,Spain,2439,1341,Moderate
2023,Nov,Poland,2439,1341,Moderate
2023,Nov,Japan,1219,670,Low
2023,Nov,South Korea,1219,670,Low
2023,Nov,UAE,1219,670,Low
2023,Nov,Saudi Arabia,1219,670,Low
2023,Nov,Qatar,1219,670,Low
2023,Nov,Other,15853,8719,High
2023,Dec,India,39634,21798,High
2023,Dec,United Kingdom,15853,8719,High
2023,Dec,Russia,14268,7847,High
2023,Dec,Germany,12682,6975,High
2023,Dec,China,11097,6103,High
2023,Dec,France,9512,5231,Moderate
2023,Dec,Australia,7926,4359,Moderate
2023,Dec,United States,7926,4359,Moderate
2023,Dec,Netherlands,6341,3487,Moderate
2023,Dec,Italy,6341,3487,Moderate
2023,Dec,Spain,3170,1743,Moderate
2023,Dec,Poland,3170,1743,Moderate
2023,Dec,Japan,1585,871,Low
2023,Dec,South Korea,1585,871,Low
2023,Dec,UAE,1585,871,Low
2023,Dec,Saudi Arabia,1585,871,Low
2023,Dec,Qatar,1585,871,Low
2023,Dec,Other,20609,11335,High
2024,Jan,India,53353,29344,High
2024,Jan,United Kingdom,21341,11737,High
2024,Jan,Russia,19207,10564,High
2024,Jan,Germany,17073,9390,High
2024,Jan,China,14939,8216,High
2024,Jan,France,12804,7042,High
2024,Jan,Australia,10670,5868,High
2024,Jan,United States,10670,5868,High
2024,Jan,Netherlands,8536,4695,Moderate
2024,Jan,Italy,8536,4695,Moderate
2024,Jan,Spain,4268,2347,Moderate
2024,Jan,Poland,4268,2347,Moderate
2024,Jan,Japan,2134,1173,Moderate
2024,Jan,South Korea,2134,1173,Moderate
2024,Jan,UAE,2134,1173,Moderate
2024,Jan,Saudi Arabia,2134,1173,Moderate
2024,Jan,Qatar,2134,1173,Moderate
2024,Jan,Other,27743,15259,High
2024,Feb,India,51219,28170,High
2024,Feb,United Kingdom,20487,11268,High
2024,Feb,Russia,18439,10141,High
2024,Feb,Germany,16390,9014,High
2024,Feb,China,14341,7887,High
2024,Feb,France,12292,6760,High
2024,Feb,Australia,10243,5634,Moderate
2024,Feb,United States,10243,5634,Moderate
2024,Feb,Netherlands,8195,4507,Moderate
2024,Feb,Italy,8195,4507,Moderate
2024,Feb,Spain,4097,2253,Moderate
2024,Feb,Poland,4097,2253,Moderate
2024,Feb,Japan,2048,1126,Moderate
2024,Feb,South Korea,2048,1126,Moderate
2024,Feb,UAE,2048,1126,Moderate
2024,Feb,Saudi Arabia,2048,1126,Moderate
2024,Feb,Qatar,2048,1126,Moderate
2024,Feb,Other,26634,14648,High
2024,Mar,India,49085,26996,High
2024,Mar,United Kingdom,19634,10798,High
2024,Mar,Russia,17670,9718,High
2024,Mar,Germany,15707,8639,High
2024,Mar,China,13743,7559,High
2024,Mar,France,11780,6479,High
2024,Mar,Australia,9817,5399,Moderate
2024,Mar,United States,9817,5399,Moderate
2024,Mar,Netherlands,7853,4319,Moderate
2024,Mar,Italy,7853,4319,Moderate
2024,Mar,Spain,3926,2159,Moderate
2024,Mar,Poland,3926,2159,Moderate
2024,Mar,Japan,1963,1079,Moderate
2024,Mar,South Korea,1963,1079,Moderate
2024,Mar,UAE,1963,1079,Moderate
2024,Mar,Saudi Arabia,1963,1079,Moderate
2024,Mar,Qatar,1963,1079,Moderate
2024,Mar,Other,25524,14038,High
2024,Apr,India,40548,22301,High
2024,Apr,United Kingdom,16219,8920,High
2024,Apr,Russia,14597,8028,High
2024,Apr,Germany,12975,7136,High
2024,Apr,China,11353,6244,High
2024,Apr,France,9731,5352,Moderate
2024,Apr,Australia,8109,4460,Moderate
2024,Apr,United States,8109,4460,Moderate
2024,Apr,Netherlands,6487,3568,Moderate
2024,Apr,Italy,6487,3568,Moderate
2024,Apr,Spain,3243,1784,Moderate
2024,Apr,Poland,3243,1784,Moderate
2024,Apr,Japan,1621,892,Moderate
2024,Apr,South Korea,1621,892,Moderate
2024,Apr,UAE,1621,892,Moderate
2024,Apr,Saudi Arabia,1621,892,Moderate
2024,Apr,Qatar,1621,892,Moderate
2024,Apr,Other,21085,11596,High
2024,May,India,32012,17606,High
2024,May,United Kingdom,12804,7042,High
2024,May,Russia,11524,6338,High
2024,May,Germany,10243,5634,Moderate
2024,May,China,8963,4929,Moderate
2024,May,France,7682,4225,Moderate
2024,May,Australia,6402,3521,Moderate
2024,May,United States,6402,3521,Moderate
2024,May,Netherlands,5121,2817,Moderate
2024,May,Italy,5121,2817,Moderate
2024,May,Spain,2560,1408,Moderate
2024,May,Poland,2560,1408,Moderate
2024,May,Japan,1280,704,Low
2024,May,South Korea,1280,704,Low
2024,May,UAE,1280,704,Low
2024,May,Saudi Arabia,1280,704,Low
2024,May,Qatar,1280,704,Low
2024,May,Other,16646,9155,High
2024,Jun,India,34146,18780,High
2024,Jun,United Kingdom,13658,7512,High
2024,Jun,Russia,12292,6760,High
2024,Jun,Germany,10926,6009,High
2024,Jun,China,9560,5258,Moderate
2024,Jun,France,8195,4507,Moderate
2024,Jun,Australia,6829,3756,Moderate
2024,Jun,United States,6829,3756,Moderate
2024,Jun,Netherlands,5463,3004,Moderate
2024,Jun,Italy,5463,3004,Moderate
2024,Jun,Spain,2731,1502,Moderate
2024,Jun,Poland,2731,1502,Moderate
2024,Jun,Japan,1365,751,Low
2024,Jun,South Korea,1365,751,Low
2024,Jun,UAE,1365,751,Low
2024,Jun,Saudi Arabia,1365,751,Low
2024,Jun,Qatar,1365,751,Low
2024,Jun,Other,17756,9765,High
2024,Jul,India,44817,24649,High
2024,Jul,United Kingdom,17926,9859,High
2024,Jul,Russia,16134,8873,High
2024,Jul,Germany,14341,7887,High
2024,Jul,China,12548,6901,High
2024,Jul,France,10756,5915,High
2024,Jul,Australia,8963,4929,Moderate
2024,Jul,United States,8963,4929,Moderate
2024,Jul,Netherlands,7170,3943,Moderate
2024,Jul,Italy,7170,3943,Moderate
2024,Jul,Spain,3585,1971,Moderate
2024,Jul,Poland,3585,1971,Moderate
2024,Jul,Japan,1792,985,Moderate
2024,Jul,South Korea,1792,985,Moderate
2024,Jul,UAE,1792,985,Moderate
2024,Jul,Saudi Arabia,1792,985,Moderate
2024,Jul,Qatar,1792,985,Moderate
2024,Jul,Other,23304,12817,High
2024,Aug,India,46951,25823,High
2024,Aug,United Kingdom,18780,10329,High
2024,Aug,Russia,16902,9296,High
2024,Aug,Germany,15024,8263,High
2024,Aug,China,13146,7230,High
2024,Aug,France,11268,6197,High
2024,Aug,Australia,9390,5164,Moderate
2024,Aug,United States,9390,5164,Moderate
2024,Aug,Netherlands,7512,4131,Moderate
2024,Aug,Italy,7512,4131,Moderate
2024,Aug,Spain,3756,2065,Moderate
2024,Aug,Poland,3756,2065,Moderate
2024,Aug,Japan,1878,1032,Moderate
2024,Aug,South Korea,1878,1032,Moderate
2024,Aug,UAE,1878,1032,Moderate
2024,Aug,Saudi Arabia,1878,1032,Moderate
2024,Aug,Qatar,1878,1032,Moderate
2024,Aug,Other,24414,13428,High
2024,Sep,India,36280,19954,High
2024,Sep,United Kingdom,14512,7981,High
2024,Sep,Russia,13060,7183,High
2024,Sep,Germany,11609,6385,High
2024,Sep,China,10158,5587,Moderate
2024,Sep,France,8707,4789,Moderate
2024,Sep,Australia,7256,3990,Moderate
2024,Sep,United States,7256,3990,Moderate
2024,Sep,Netherlands,5804,3192,Moderate
2024,Sep,Italy,5804,3192,Moderate
2024,Sep,Spain,2902,1596,Moderate
2024,Sep,Poland,2902,1596,Moderate
2024,Sep,Japan,1451,798,Low
2024,Sep,South Korea,1451,798,Low
2024,Sep,UAE,1451,798,Low
2024,Sep,Saudi Arabia,1451,798,Low
2024,Sep,Qatar,1451,798,Low
2024,Sep,Other,18865,10376,High
2024,Oct,India,38414,21128,High
2024,Oct,United Kingdom,15365,8451,High
2024,Oct,Russia,13829,7606,High
2024,Oct,Germany,12292,6760,High
2024,Oct,China,10756,5915,High
2024,Oct,France,9219,5070,Moderate
2024,Oct,Australia,7682,4225,Moderate
2024,Oct,United States,7682,4225,Moderate
2024,Oct,Netherlands,6146,3380,Moderate
2024,Oct,Italy,6146,3380,Moderate
2024,Oct,Spain,3073,1690,Moderate
2024,Oct,Poland,3073,1690,Moderate
2024,Oct,Japan,1536,845,Low
2024,Oct,South Korea,1536,845,Low
2024,Oct,UAE,1536,845,Low
2024,Oct,Saudi Arabia,1536,845,Low
2024,Oct,Qatar,1536,845,Low
2024,Oct,Other,19975,10986,High
2024,Nov,India,42682,23475,High
2024,Nov,United Kingdom,17073,9390,High
2024,Nov,Russia,15365,8451,High
2024,Nov,Germany,13658,7512,High
2024,Nov,China,11951,6573,High
2024,Nov,France,10243,5634,Moderate
2024,Nov,Australia,8536,4695,Moderate
2024,Nov,United States,8536,4695,Moderate
2024,Nov,Netherlands,6829,3756,Moderate
2024,Nov,Italy,6829,3756,Moderate
2024,Nov,Spain,3414,1878,Moderate
2024,Nov,Poland,3414,1878,Moderate
2024,Nov,Japan,1707,939,Moderate
2024,Nov,South Korea,1707,939,Moderate
2024,Nov,UAE,1707,939,Moderate
2024,Nov,Saudi Arabia,1707,939,Moderate
2024,Nov,Qatar,1707,939,Moderate
2024,Nov,Other,22195,12207,High
2024,Dec,India,55487,30518,High
2024,Dec,United Kingdom,22195,12207,High
2024,Dec,Russia,19975,10986,High
2024,Dec,Germany,17756,9765,High
2024,Dec,China,15536,8545,High
2024,Dec,France,13317,7324,High
2024,Dec,Australia,11097,6103,High
2024,Dec,United States,11097,6103,High
2024,Dec,Netherlands,8878,4882,Moderate
2024,Dec,Italy,8878,4882,Moderate
2024,Dec,Spain,4439,2441,Moderate
2024,Dec,Poland,4439,2441,Moderate
2024,Dec,Japan,2219,1220,Moderate
2024,Dec,South Korea,2219,1220,Moderate
2024,Dec,UAE,2219,1220,Moderate
2024,Dec,Saudi Arabia,2219,1220,Moderate
2024,Dec,Qatar,2219,1220,Moderate
2024,Dec,Other,28853,15869,High
2025,Jan,India,58434,32139,High
2025,Jan,United Kingdom,23373,12855,High
2025,Jan,Russia,21036,11570,High
2025,Jan,Germany,18699,10284,High
2025,Jan,China,16361,8998,High
2025,Jan,France,14024,7713,High
2025,Jan,Australia,11686,6427,High
2025,Jan,United States,11686,6427,High
2025,Jan,Netherlands,9349,5142,Moderate
2025,Jan,Italy,9349,5142,Moderate
2025,Jan,Spain,4674,2571,Moderate
2025,Jan,Poland,4674,2571,Moderate
2025,Jan,Japan,2337,1285,Moderate
2025,Jan,South Korea,2337,1285,Moderate
2025,Jan,UAE,2337,1285,Moderate
2025,Jan,Saudi Arabia,2337,1285,Moderate
2025,Jan,Qatar,2337,1285,Moderate
2025,Jan,Other,30386,16712,High
2025,Feb,India,56097,30853,High
2025,Feb,United Kingdom,22439,12341,High
2025,Feb,Russia,20195,11107,High
2025,Feb,Germany,17951,9873,High
2025,Feb,China,15707,8639,High
2025,Feb,France,13463,7404,High
2025,Feb,Australia,11219,6170,High
2025,Feb,United States,11219,6170,High
2025,Feb,Netherlands,8975,4936,Moderate
2025,Feb,Italy,8975,4936,Moderate
2025,Feb,Spain,4487,2468,Moderate
2025,Feb,Poland,4487,2468,Moderate
2025,Feb,Japan,2243,1234,Moderate
2025,Feb,South Korea,2243,1234,Moderate
2025,Feb,UAE,2243,1234,Moderate
2025,Feb,Saudi Arabia,2243,1234,Moderate
2025,Feb,Qatar,2243,1234,Moderate
2025,Feb,Other,29170,16043,High
2025,Mar,India,53760,29568,High
2025,Mar,United Kingdom,21504,11827,High
2025,Mar,Russia,19353,10644,High
2025,Mar,Germany,17203,9461,High
2025,Mar,China,15052,8279,High
2025,Mar,France,12902,7096,High
2025,Mar,Australia,10752,5913,High
2025,Mar,United States,10752,5913,High
2025,Mar,Netherlands,8601,4730,Moderate
2025,Mar,Italy,8601,4730,Moderate
2025,Mar,Spain,4300,2365,Moderate
2025,Mar,Poland,4300,2365,Moderate
2025,Mar,Japan,2150,1182,Moderate
2025,Mar,South Korea,2150,1182,Moderate
2025,Mar,UAE,2150,1182,Moderate
2025,Mar,Saudi Arabia,2150,1182,Moderate
2025,Mar,Qatar,2150,1182,Moderate
2025,Mar,Other,27955,15375,High
2025,Apr,India,44410,24425,High
2025,Apr,United Kingdom,17764,9770,High
2025,Apr,Russia,15987,8793,High
2025,Apr,Germany,14211,7816,High
2025,Apr,China,12434,6839,High
2025,Apr,France,10658,5862,High
2025,Apr,Australia,8882,4885,Moderate
2025,Apr,United States,8882,4885,Moderate
2025,Apr,Netherlands,7105,3908,Moderate
2025,Apr,Italy,7105,3908,Moderate
2025,Apr,Spain,3552,1954,Moderate
2025,Apr,Poland,3552,1954,Moderate
2025,Apr,Japan,1776,977,Moderate
2025,Apr,South Korea,1776,977,Moderate
2025,Apr,UAE,1776,977,Moderate
2025,Apr,Saudi Arabia,1776,977,Moderate
2025,Apr,Qatar,1776,977,Moderate
2025,Apr,Other,23093,12701,High
2025,May,India,35060,19283,High
2025,May,United Kingdom,14024,7713,High
2025,May,Russia,12621,6942,High
2025,May,Germany,11219,6170,High
2025,May,China,9817,5399,Moderate
2025,May,France,8414,4628,Moderate
2025,May,Australia,7012,3856,Moderate
2025,May,United States,7012,3856,Moderate
2025,May,Netherlands,5609,3085,Moderate
2025,May,Italy,5609,3085,Moderate
2025,May,Spain,2804,1542,Moderate
2025,May,Poland,2804,1542,Moderate
2025,May,Japan,1402,771,Low
2025,May,South Korea,1402,771,Low
2025,May,UAE,1402,771,Low
2025,May,Saudi Arabia,1402,771,Low
2025,May,Qatar,1402,771,Low
2025,May,Other,18231,10027,High
2025,Jun,India,37398,20569,High
2025,Jun,United Kingdom,14959,8227,High
2025,Jun,Russia,13463,7404,High
2025,Jun,Germany,11967,6582,High
2025,Jun,China,10471,5759,High
2025,Jun,France,8975,4936,Moderate
2025,Jun,Australia,7479,4113,Moderate
2025,Jun,United States,7479,4113,Moderate
2025,Jun,Netherlands,5983,3291,Moderate
2025,Jun,Italy,5983,3291,Moderate
2025,Jun,Spain,2991,1645,Moderate
2025,Jun,Poland,2991,1645,Moderate
2025,Jun,Japan,1495,822,Low
2025,Jun,South Korea,1495,822,Low
2025,Jun,UAE,1495,822,Low
2025,Jun,Saudi Arabia,1495,822,Low
2025,Jun,Qatar,1495,822,Low
2025,Jun,Other,19447,10695,High
2025,Jul,India,49085,26996,High
2025,Jul,United Kingdom,19634,10798,High
2025,Jul,Russia,17670,9718,High
